"","klasifikasi","score","text"
"648","Negatif",-4,"  kosasih  gozali mengumpulkan  saksitercurigai  tersangka anastasia istri hariono anak  wayang hariono rekan bisnis hariono  gagal bayar hutang   pelakunya "
"649","Netral",0," nk teman  tgk wayanghmm"
"650","Netral",0,"  film satria dewa gatotkaca film    satria dewa studios  disutradarai hanung bramantyo gatotkaca  film   satria dewa semesta  universe superhero  didasarkan  cerita wayang mahabharata "
"651","Positif",4,"suryawanmnur gibrantweet ya  konsep logo yg menang  konsepnya solo kota  friendly ramah  wisata  menunjukan khas jawa  icon wayang bagus sih kalo  gw mah logo yg juara cocok kecuali logonya  perusahaan teknologi ai dll cmn mngkin pilihan warna aja yg  norak"
"652","Positif",1,"   kulit luarnya filosofi hidup  prabowo tu  bernegara kedaulatan persatuan swasembada gitugitu     masuk lihat dalamnya ya kayak  beliau  wayang diatas prabowodanseni"
"653","Negatif",-2,"  mengerti  wayang     budaya  budaya nusantara   paham  peran pewayangan    tengahtengah masyarakat  prabowodanseni"
"654","Negatif",-1,"hmetromy   yg percaya la  dah berpakat  anuar  lg la jgn nk  wayang drama kononpiiirraaahhh  je perangai  dgn anak kaki pusing"
"655","Netral",0,"mellchanie ala  takde  nii yg gambar dlm wayang tu  huhu"
"656","Negatif",-1,"asghyuukk fairuzazmi hahhahaha yg  process mahkamah tu hadi la bangang dah tau mahal knp  wayangsaje nak acah berprinsip bangang level lembu  kau backup hadi  parti agama setan"
"657","Netral",0,"the last shadow puppets standing next to me  setipe  soulveig  sondre  mikir shadow puppets  wayang "
"658","Netral",0,"babinsa kadipaten hadiri pementasan wayang kulit semar mbangun khayangan "
"659","Negatif",-1," rangkaian festival kampung literasi metro  kampung literasi metro  tbm ronaa mengundang  mengajak  rekan  budiman    menyaksikan pagelaran wayang literasi  mengambil tema perlindungan data pribadi "
"660","Negatif",-1,"have a safe flight mx     rushing lepas wayang   tengok concert "
"661","Netral",0,"babinsa kadipaten hadiri pementasan wayang kulit semar mbangun khayangan "
"662","Netral",0,"that one time class pagi cancel   pergi wayang eh  pastu habis wayang sambung class petang  "
"663","Negatif",-1,"   dikatain kaku sampe dibilang kaya wayang wkwkwkwkw"
"664","Netral",0,"gibrantweet  suka mas wali kalo  nanggapin wayang  "
"665","Netral",0,"alamak    ni huaaaa wayang   "
"666","Netral",0,"wayang golek  standup komedi dgn kearifan lokal "
"667","Netral",0,"edowipi rusli husenjafar  islam   yg  harapkan waha wahabi "
"668","Negatif",-1,"anak  wayang  disayang udah gak   kuat ya bi semoga aa ditempatkan disisi allah swt  anak   sopan "
"669","Negatif",-2,"gibrantweet  suka yg gambar e  isa menggambarkan solo kui kota berbudaya  coretan wayang e ambe anak mudanya solo creative coretan warna warni kota nyaman  gawean kerja amp ramah tamah onok emot smile e gak baca konsep e ya kalo liak sepintas menurutku lho ya"
"670","Negatif",-1,"ariarjiwinata masukin logam wayang nyangkut  tlp  yg  telp masukin koin  nyangkut abis  gua sodok pake lidi   duitnya  mayan  jajan "
"671","Positif",1,"ferdinandhutah  wayang  tangan dalang"
"672","Negatif",-2,"sombong gila  ni  kempen haritu  wayang je  "
"673","Netral",0,"malaymail wayang  production la kau worang  ni tolak  tolak  last sakau  hahahaha korang  rakyat boddo  korang  caii hahahahahakktuihh"
"674","Netral",0,"ngakorming anthonyloke wayang kuat"
"675","Negatif",-1,"rusli husenjafar    menyanyikan lagu indonesia raya haram  yg  khalid basalamah "
"676","Netral",0,"okay tarikh mechamato  wayang hb  tiket  beli tarikh hb     ni tiket ni legit  kang membazir duit and cuti "
"677","Negatif",-1,"tayang wayang mat kilau ulang biar bersemadi  jiwa  anak cucu "
"678","Positif",2,"gibrantweet kalo  unsur wayang  menang  jawa"
"679","Netral",0,"fixtech yusufdumdum wayang golek gela gelo puyeng palanya "
"680","Negatif",-4,"anakku  wayang  setengahnya berdarah dayak    yg menyinggung  suku dayak   marah andai aja   ilmu mindahin tytyd  jidat sdh pindah  tuh tytydnya  kadrun  borneomandau"
"681","Positif",1,"aufa   dah   gi tengok wayang nak  cemana dah  takde cerita kartun kat wayang diorang ni cepat bosan kt wayang   cerita kartun tunggu puss in boots  "
"682","Positif",4,"gibrantweet imo yg coklat  keren kayak motif batik tinggal ditambah motif gunungan wayang mgkin bs  juara yg juara  motifnya  kekinian   ciri khas solo  gunungan wayang  "
"683","Netral",0,"happypankaj awani such nonsensical wayang tengkusikal mekanik kentang needs to stop period tzafrulaziz"
"684","Negatif",-1,"pagelaran wayang literasi salam literasi amp budaya tema perlindungan data pribadi minggu des zoom "
"685","Netral",0," bersemangat  komik wayang beber "
"686","Negatif",-6,"solomenfess  dlu     liat wayang orang malem seru bngt tp gk paham krna pake bhs krama campur gtu  orang ketawa  ketawa trus ngintip  panggung makan nasi kucing   jual pulangnya jam   tp gk ngeh  yg mangkal  ii lha gelap og"
"687","Netral",0,"theendie mmg annoying  ni wayang byk keje melingkup eee stress  ni  dlm gov"
"688","Netral",0,"kaesangp mbok yo nanggap wayang kulit tah mas"
"689","Netral",0,"husenjafar   kesadaran  yg      merasakan    berjalan   rel yg sdh baku  wayang"
"690","Netral",0,"keladi wayang indonesian "
"691","Netral",0,"  wayang   dasamuka    dasa muka  dasa bacot  "
"692","Netral",0,"radzijidin mat blowermcm tok guru  jugak lewayang ma"
"693","Positif",2,"hahahaha  igt  perdana menteri  nk  majlis clock in ni dh  time weekend wayang kuat "
"694","Positif",2,"theendie khairizulfadhli nasib  miti  menteri kaki wayang   azmin   "
"695","Negatif",-2,"hasbillbs  sekarangkan     wayang orang  dikendalikan  dalang setan hayooo    dalang setannya"
"696","Positif",1,"g je mane mane  sorangnk mkn  tgk wayang  shoping  janji sorang "
"697","Positif",1,"never once in my life gue kepikiran  tidur subuh  karna nonton wayang kaya gini dangg seru banget wosksnshsjwksjkw"
"698","Netral",0,"lepas tengok trailer john wick chapter     tengok movie tu dkt wayang   so john wick nii pewaris high of the table  tu ahli high of the table uh   buru  dayum laa "
"699","Negatif",-1,"duyoduyohae g sorang nnti duk ramai dlm wayang "
"700","Netral",0,"wayang  "
"701","Negatif",-1," ngantuk banget  males tidur pas memutuskan  tidur  reprepan kondisinya  horor  abis nonton film setan bkp kalo malem  dengerin wayang nada gamelan "
"702","Negatif",-2," sma kamar samping sampingan  mbah beliau pengantar tidurnya  wayang  diputar  radio  kamar samping sampingan  nenek beliau pengantar tidurnya  campur sari  diputar  vcd  pesenan set top box   kunjung "
"703","Netral",0,"rtw more than hours of excitement and standing tutup kalam  pergi gigeventlagha kecuali wayang sevencollartshirt faith    kerja sekolah buka radio dengar xfresh fm lagu ni  release shit it was a long time ago "
"704","Netral",0,"kaesangp mudah mudahan nanggap wayang pingin nontooon wayanggg"
"705","Negatif",-1,"indomyfess nggak nder    purwakarta  liat air mancur sri baduga  patung wayang  mampir kerumah gue  izin bawa gue  korsel"
"706","Negatif",-3," kerana fandom   ramai kawan ye   sangka you suara i  kuat i orang  random   suka menghiburkan suasana   pulak hiburkan diorang  wayang tu"
"707","Netral",0,"ssefnum arjuna sena  namanama wayang  karaktee cerita dewadewa hindu  "
"708","Negatif",-1,"not abang gue bilang broadway show  wayang orang versi us i cryyy "
"709","Negatif",-2," still  puas hati   printout tiket     staff kat situ  pandang  pelik  like   ko  paham nyah   ni dah la pegi tengok wayang setahun  je so   reti  ko pulak haih "
"710","Negatif",-2,"nyah ni  tgk wayang  tgk live   mmg bengkak mata double"
"711","Positif",1,"hyuneeliz aeribase ihh keren   yg nari jatuhnya kek wayang joget "
"712","Negatif",-1,"relawananies lumayan   ga  penonton pertunjukkan wayang  daerahku"
"713","Netral",0,"jelesnya yg dpt tgk tds kat wayang "
"714","Negatif",-1,"firdausazil  lg kabinet mengecewakan parlimen jd wayang jer  "
"715","Netral",0,"hzxzq  idok lee moi gi wayang tu   join"
"716","Positif",2,"gibrantweet   menang lomba logo  gampang sematkan  wayang dijamin menang"
"717","Negatif",-1,"wai jgn  wayang  masyarakat madani ngr   mangkuk utk percaya  you  dapmalaysia "
"718","Netral",0,"enek sing nonton wayang neng gumul cah "
"719","Netral",0,"dcminsi  bgt kek wayang "
"720","Negatif",-1,"njaeminb  hype gila dlm wayang mcm concert"
"721","Negatif",-1,"jessicaeus  ga  nonton wayang malem "
"722","Positif",1,"   kulit luarnya filosofi hidup  prabowo tu  bernegara kedaulatan persatuan swasembada gitugitu     masuk lihat dalamnya ya kayak  beliau  wayang diatas prabowodanseni "
"723","Negatif",-2,"  mengerti  wayang     budaya  budaya nusantara   paham  peran pewayangan    tengahtengah masyarakat  prabowodanseni "
"724","Netral",0,"adlinaalinaa diaa   movie  kat wayang    awak takmo tengok"
"725","Negatif",-2,"  sedih  ni  busuk  mesti ajak member  tengok wayang amp mkn best dkt scm   hebat siket  jalan kl tengok dunia  kelur  dunia palam "
"726","Netral",0,"spilt gravy   tumpahnya kuah available now on netflix film filem pawagam wayang cinema movie spiltgravyonrice spiltgravymovie filmproduction malaysia savethedate family  father siblings netflix "
"727","Netral",0," sabar nak usya mechamoto kat wayang"
"728","Positif",1,"trnv kaya  tokoh wayang gak sih "
"729","Negatif",-1,"wayang literasi  rangkaian festival kampung literasi metro  kampung literasi metro  tbm ronaa mengundang  mengajak  rekan  budiman    menyaksikan pagelaran wayang literasi  mengambil tema perlindungan data pribadi "
"730","Positif",1,"drzahidhamidi ahahahakuat wayang nindah deal berbulan tiberrr  terperanjatscammer sungguh"
"731","Netral",0,"udahatuhh gatau namanya  jujur tp kayak batik wayang gt dah"
"732","Negatif",-2,"revisian seabrek pr garapan wayang kucing gulune kroak ya allah "
"733","Netral",0," je  tgk wayang sorg tgk decibel dah spent gtrm kat watson pastu grab double prosperity kat mcd  kaching "
"734","Negatif",-1," kali berpeluang menghadiri anugerah berprestij festival filem malaysia ffm  malam   encore melaka  sayangnya   memenangi apaapa anugerah semalam khidmat  bakti   rakyat  ikhlas   lakonan mahupun wayang ffm "
"735","Negatif",-1,"lg aph dengerin lagu wow  ak suka dengerin lagu tp kali  ak lg gk dngerin lagu haha iya emg seru lagu tuh dengerin apasih asik bgt kayanya macapat owh ouch terkejut bgt javanese pride cool weh sae tenan niki sekar gambuh ping  mreka mlihat wayang"
"736","Negatif",-1," nonton wayang orang  pake bahasa indonesia"
"737","Negatif",-1," selesai tonton qodrat not your typical horror film id say byk jugak scene yg    senang duduk   berbaloi tgk kat wayang"
"738","Positif",1,"alfnnr lastchild ku  wayang tu makanan"
"739","Netral",0,"bayulebond hoalahhkareben bocah  semangattur momen  wayang  wis trep nglumpukne dalang cilik sakmono kehe  ra gampang eman tenan maszhee "
"740","Netral",0,"holybadsidee lastchild wayang tu "
"741","Positif",2,"suryawanmnur gibrantweet desainnya emng bagus koq yg jd juaraamp gampang bgt diterima maknanya    yg buta senisekilas liat  yg berwarna hijau bnr spirit of jawaada wayang gunungan amp senyum ramah khas org jawa"
"742","Negatif",-2,"speachace idextratime udh jam duduk  tv cari channel gk muncul  muncul nya cuman channel  aja yg tvri  wkwkw sisanya channel local yg isinya wayang   baruuu aja dibeliin stb pdhl   mati  pagi analog nya wkwkw"
"743","Netral",0,"husenjafar nonton wayang bib  "
"744","Netral",0,"maklumlahcuman mbiyen jaman sih ngrintis rasane ngono kuwi manggon nomer sepuluh  akhire  nyoba nggubungi  ahdirektur umbul square dhawuhe kanthi basa kang alus pangapunten giat gelar wayang menika milai "
"745","Negatif",-1,"keeper us ni wayang je ni main kelab manelah"
"746","Netral",0," tiket wayang  rabu  murah"
"747","Netral",0," drishyam kat wayang bestnyaaaaa "
"748","Negatif",-4," takkan tengok wayang kt ioi time weekend nak cari parking je da minit pusing pastu nak solat kena queue sumpah ramai gila"
"749","Negatif",-2,"zhri kakaka dah tengok dahh taktau nape tengok kali  takdela  seram   kat wayang  tutup mata "
"750","Negatif",-2,"plss   nang mok merepuk jak lam wayang ya tek nang  mok movie ya  repeat gik sobs sobs"
"751","Netral",0,"info tanggapan wayang"
"752","Netral",0,"hakeemanas makan la mrt tu makan wayang tu makann makannn kenyang x hahahahahah"
"753","Negatif",-3,"jujurnya    tonton siri mechamato  lepas tengok  panggung wayang tempoh    filem animasi kegemaran   lupa sokong filem animasi tempatan  ajak ramairamai kasi pecah panggung  mechamatomovie mechamato "
"754","Netral",0,"muhyiddinyassin nak  mcm  mmg yg  tu  muka tebal bak tembok cinameludah  langitbersorak menyanyi lagu penyamun last  jugak dipilihnyawayang kulit cina je  scammer   dlm sejarah politik malaysia pishang la rakyataduhaiapa la nasib"
"755","Netral",0,"panik denger nyinden kromo inggil  gatau  untung   yg nonton wayang "
"756","Positif",1,"manggon pagelaran wayang neng taman wisata keluarga umbul square papan destinasi keluarga  lumayan majun terkenal  emane acara apik kaya ngene  ra ana sing livestreamingneaku nyoba nggubungi  sing rada terkait eee mblendhes kuabeh ya wis kono "
"757","Netral",0,"khirariffin muhyiddinyassin  wayang nak cover sthing lgpun kes  tbongkar  silap mmg  kerjaya   waith amp see what next"
"758","Netral",0,"sajenku malming dina iki mohamadashuri marufsirojudin marbotudien nursiswanto awak stamina jane kepenak ning mbuh  males wae jane kait isuk ana pagelaran wayangparade dalang bocahdalanglanjut bengi iki dalang dewasa mbuh  "
"759","Negatif",-1,"presidenkopi  wayang orang  ngomong  judul lagunya dul sambo"
"760","Positif",5,"gibrantweet selamat  pemenang lomba logo solo the spirit of java  ide  sungguh briliant coretan gunungan wayang  senyum menggambarkan karakter warga solo yg menjunjung falsafah jawa yg rendah hati  ramah  "
"761","Netral",0,"haqqihasan gibrantweet komen mas beda     iya   ngeliatnya  kesegaran  kurva amp warna terang  meninggalkan ciri khas siluet wayang    pakem  jawa tradisional  cenderung hangat  earthy warna dominan cokelat"
"762","Netral",0,"rawindrakp kompastv nasipnya kayak wayang kulit   masukin kotak"
"763","Netral",0," tgk kat wayang dah meroyankalau gi konsert sawan  kot hahaha"
"764","Negatif",-1,"tempodotco heru ku wayang heru ku malang "
"765","Netral",0,"ryantioktf repote gak faham wayang"
"766","Negatif",-1,"tgk ni  orang bodoh tlg hapuskan budaya wayang  bermanfaat ni anwaribrahim "
"767","Positif",2,"gibrantweet pelajaran    ambil  pemenang design logo   nggak wayang nggak menang"
"768","Positif",1,"lukisan wayang dieksekusi  cantik "
"769","Netral",0,"dah rindu wayang tds tadiiii happynya the whole hall happening "
"770","Negatif",-1,"hajat bumi sabtu malam  kampung   wayang golek  kampung sebelah  sandiwara   hajatan acara dangdutan rame  mah sampe subuh"
"771","Negatif",-1,"ramai puji    pergi  nak tengok  ni liat sikit nak pergi tengok wayang lately "
"772","Netral",0,"ganwc mkinibm dap cakap   ko cakap  wayang pulak "
"773","Negatif",-1,"nak layan mid night movie  wayang  rumah xde plak cite ak nak"
"774","Positif",2,"keren banget berasa interaktif  juara  kaya wayang ya "
"775","Netral",0,"up till now berdua je nyah hahahahahha pishang eh tgk wayang berdua je "
"776","Netral",0,"babinsa kadipaten hadiri pementasan wayang kulit semar mbangun khayangan "
"777","Netral",0," kawin  ajak p tengok wayang nahhhhh haha "
"778","Netral",0,"tengok wayang   pcd   sbb  puas yeeeeee"
"779","Netral",0," la exo nak  concert mcm  wayang tu ehh  nak tengok jugak emm"
"780","Netral",0,"aebob aeonmalaysia xsemua aeon ade wayangtgk kt mesamall  ok"
"781","Negatif",-2,"fadzmin jgn crite skerat org pggil penipu kang marah rilek bro politik nia diorang main kite pilih mane kite suke xyah nk bg justification bia diorang je  wayang dgn  justification diorang look at the whole picture not the pixel"
"782","Netral",0," yg dah tengok decibel   tolong  review berbaloi  tiket wayang   koreanmovie decibel "
"783","Netral",0,"rickobrn iyaa  keladi  keladi wayang"
"784","Netral",0,"  gambar  wayang  clear sakit mat  nak  memori"
"785","Positif",1,"kaesangp nanggap wayang rak"
"786","Netral",0,"araghutama werkudoro gambare wayang"
"787","Netral",0,"thefibrecable ayshardzn  tau  tgk wayang la"
"788","Netral",0,"nonton wayang  sembari nunggu babak  fifaworldcupqatar  "
"789","Negatif",-2,"oposisicerdas wayang   pusingyg pusing  dalang  yg lihat kelakuan wayang  dalang "
"790","Netral",0,"bukansapik gi tgk wayang"
"791","Negatif",-1,"whollyaaa lakshyasen hahahahahaha  dah  tertinggal bas gara gara berkonsert  wayang  wayang heart attack tengok harga tiket faaakkkkkk"
"792","Netral",0,"sundastruggle naha sunda aya kikieuan ning biasana mah man degung sambari lalajo wayang"
"793","Netral",0,"mkinibm   wayang "
"794","Netral",0,"haih   perangai letak kaki  seat wayang "
"795","Negatif",-1,"pergi tgk wayang nct dream the movie  sakit tekak  cer hahahah karaoke terok  orang"
"796","Netral",0,"tengok wayang jaa telena"
"797","Netral",0,"zamirmohyedin nampak   sedap mahliyanooo sedap ork tengok wayang  hahahahaha"
"798","Negatif",-1,"hai sobatmigran  titik  rangkaian peringatan  pekerja migran internasional hpmi    daerah bpmi menyelenggarakan pagelaran wayang kulit semalam suntuk  dalang ki sigid ariyanto  alunalun purwodadi kab grobogan jawa  "
"799","Positif",1," frame   poster  tgv one utama  physical ticket wayang  "
"800","Netral",0," wayang je ni  "
"801","Netral",0," fitnah   yg bertopengkan agama sudahlahwayang x habis dpt kuasa putar alam "
"802","Netral",0,"ahnsmshy  suma malu jajsjshjddj  sik da soh tunggu lok oo lam wayang ya tek skskdhhdhd"
"803","Negatif",-1,"msa dah  dah  ni orang wayang tu"
"804","Netral",0,"  cerita pasal dreamies  moh la  g family dinner plak sibuk je dlm wayang kol suh book  hahaha"
"805","Netral",0,"btw  sumpah  meriah   wayang tu "
"806","Negatif",-1,"kenape aeonmalaysia nilai   wayang "
"807","Netral",0,"nizamabdrazak    kt wayang eh  tukalau   tu  fanimomsta mesti dh"
"808","Negatif",-1," missions today beli kek lapis  pergi tengok wayang  get to airport in time "
"809","Netral",0,"tengok kat wayang pon  kena pcd"
"810","Positif",1," sky  wayang  ku sukai  ku sayang eyaaaa"
"811","Netral",0,"   nak tengok wayang  makan  lepak    release stress  ni"
"812","Positif",1,"sorak cam kat konsert  tengok wayang je "
"813","Negatif",-2," ya  pergi tengok wayang  bising haha"
"814","Netral",0,"zulazizabdullah adzman muhyiddinyassin   wayang sahaja"
"815","Netral",0,"sigembulemesh hehe iya wayang werkudara "
"816","Netral",0,"  pegi concert  pegi  panggung wayang   la  nctdreamthemovieinadream jaemin renjun chenle haechan mark jeno jisung "
"817","Negatif",-2,"thank you nursyifaa bawa  jumpa chenji  sanggup ya member terlepas train semalam   jb harini  gemas  pagi    gemas  malam   utk tengok wayang je saranghae chingudel  aih   tengok nct  "
"818","Netral",0,"mohdsayutiomar jgn dok seronok awai sgtwayang  nak "
"819","Negatif",-1,"emezinc jjooniestic tanyakanrl penjelasan gampangnya  wayang orang"
"820","Netral",0,"wayang  takde cite best  ek"
"821","Netral",0,"lutfinurindah sbyfess gambar wayang kulit ae"
"822","Positif",4,"impian banget sih mudahan     yg  bikin cergam  jd film  series animasi  apapun deh yg mediumnya  populer biar cerita adaptasi wayang modern sebagus   ditemuin  orang duh asli impian banget "
"823","Negatif",-1,"tanyakanrl kulineran  pasar gede nonton wayang orang  sriwedari keliling pasar triwindu keknya seru"
"824","Negatif",-1," tgk documentary nct dream ni  taylor   menangis   wayang"
"825","Negatif",-1,"bosan la   nk tgk wayang  syifaa takdeee "
"826","Netral",0,"jadwal wayang desember "
"827","Negatif",-2,"bru lepas tgk qodrat kt wayangrasa mcm tgk cter munafik "
"828","Negatif",-1,"jefrinichol heeuh apal inget ceuk dadan sunandar sunarya keur naon jeung nanaonan kajeung nonton wayang ayeuna mah bae  kuno ge"
"829","Negatif",-1,"cont    percaya alkisah puan  wayang hwangbo   semalam berubah total  semestinya kepercayaannya   sosok manusia     arus sungai menyeret sarira  tersasar  kota  cont"
"830","Negatif",-1,"bye nak pakai baju kurung pi tengk wayang"
"831","Netral",0,"eh kejap suju documentary on disneyplus  so takde  cinema  eh   nak yeayyeay pi tengok  wayang alaaaaaaaaaaaaaaa"
"832","Negatif",-2,"besok plan wayang and cari  llao llao  dye  tu  sedih bai mood"
"833","Netral",0," tau pulak nct dream  movie kat wayang"
"834","Negatif",-2,"atkhrahim pegi shopping mall tgok wayang ok  jalan jalan  shopping mall sahaje"
"835","Negatif",-1," missions today beli kek lapis  pergi tengok wayang  get to airport in time"
"836","Netral",0,"kaesangp  doa  semoga acara pernikahan lancar sukses mas kaesang hiburan wayang kulit  dangdut koplo ramai  nya "
"837","Netral",0,"tanamfess iya wayang emang  matahari yg   kalo ditempat adem    kyk hibernasi gitu  wayangku kali hibernasi"
"838","Positif",1,"nurulashikinm dorg nak serang kat twiter tu dorang  pasal layang korang  hbs meroyan pasal  tu lalain kali srg parti korg knp  terima cadangan ydpa utk membentuk kerajaan skrg ni kerajaan dh ditubuhkan releks  lakau    politik ni wayang penuh sandiwara"
"839","Negatif",-1,"penulisrebel hendrowibowoyza detikcom indo emng paradoks modal mak   jd ketua dpr modal masuk goronggorong  jdi presiden pdhl gagasan gk  ide zonk planga plongo  pemimpin  dlihat dr pemikirannya  bkn kaya wayang yg hrus d arahin   dalang"
"840","Netral",0,"noonafanscoups wayang la  best ohhhala lps exam pi la tgk"
"841","Netral",0,"nyesal pulak masuk alam shah   mesti  dah menteri  wakakakak  so far takde sbp  lawan location alam shah bai korang ade  tengok transformer kat wayang the st day airing "
"842","Negatif",-2," bupati   wakil bupati   dpr ri komisi ix   kepala bpmi beserta forkopimda menghadiri pagelaran wayang kulit  rangka memperingati  pekerja migran internasional dalang ki sigit ariyanto  alunalun purwodadi jumat desember "
"843","Netral",0,"dprd dij gelar wayang kulit semar mbangun kayangan "
"844","Netral",0,"babinsa kadipaten hadiri pementasan wayang kulit semar mbangun khayangan "
"845","Netral",0,"bertarafmenteri kiridaren jawatan wayang je  tpm"
"846","Negatif",-1,"silliestrat yee sbb ni musim politik je ni  time teganu  wayang gitu tkx pulok org luor nk complain okay je  tkx isu"
"847","Negatif",-3,"fmtoday  timbalan menteri ramai  orang dap  payah nak main wayang     pulak menteri india    orang india   bising  cabinet pm  bijaksana tau  perpaduan maaah"
"848","Negatif",-3,"ijoewithdash some more tengok wayang asing asing okay pe i mean pergi tengok sorang  takde   asing laki puan deme  triggered lmao"
"849","Negatif",-1,"tanyarlfes putri  wayang  bat gak tuh "
"850","Positif",1,"cerita ni  skrip nama alif yaa sesuai  ni member ajak wayang cerita ni "
"851","Netral",0,"ayah pemain wayang kulit hehe "
"852","Negatif",-1,"pagelaran wayang kulit dlm rangka  pekerja migran internasional  dalang ki sigit ariyanto dgn lakon wahyu nugroho jati  alunalun purwodadi dihadiri bupati groboganwakil bupati grobogankepala bpmi anggota dpr riforkopimdadan kepala disnakertrans "
"853","Positif",1,"simbokdharmi tokoh    mengenal     rajin nonton wayang  gong"
"854","Negatif",-1,"dalange aleman   maunya  ojo lali sabtu sore nonton sinden ngetrend tvrijawatengah ya  sindenngetrend tvrijateng sindenwayang wayangkulit tembangjawa gamelanjawa dalangwayang dagelan guyonan murubibudayajawa "
"855","Netral",0," ni wayang  serious  haha"
"856","Negatif",-2,"pesanan karna wayang ga   klo ga  gerakin dalang "
"857","Netral",0,"tayangan wakanda dah abis ka kat wayangxdan nak tgok mart "
"858","Negatif",-1,"wkwkwk  tuh wayang versi jawa  india tuh beda sih    something story that missing gitu  "
"859","Positif",1,"alharkan podo sakjane  bagus kiri kyk kesan aksara jawa soale sek trngsh rads over modern aksen jawane  gunung  huruf l yg kyk wayang gunung sek kanan  islami "
"860","Negatif",-1,"alhamdulillah   pergi rumah orang kawen okey dah  makan  tengok drama  wayang   kat malaysia ni  "
"861","Negatif",-1," presiden  panggung wayang orang  senen "
"862","Negatif",-1,"isyafiqkyle  rajinpergi tengok wayang  malas dok  bilik je"
"863","Positif",1,"boyfriend grad   pergi tengok wayang mmg bijak"
"864","Netral",0,"babinsa kadipaten hadiri pementasan wayang kulit semar mbangun khayangan "
"865","Netral",0,"ladybugg bln  tu    bulih jugak wayang kuatsapa yg  habissan  nak bawak  makamah"
"866","Netral",0,"babinsa koramilbambanglipuro sertu dwi sujarotun menghadiri undangan acara pagelaran wayang kulit  pendopo kalurahan mulyodadi "
"867","Negatif",-2," mintak  sepang ni   panggung wayang  nak mencari hiburan sezarah panggung wayang kena pi ioi city mall putrajaya yg mengambil  minit   nak mintak on lampu je cari solution  banjir    banjir dah  de  diam la pulak"
"868","Negatif",-1,"anassnabell  wayang takleh jerit org marah"
"869","Negatif",-1,"gengsi nelpon abg  nelpon  mamak galau abg  wayang  pisah kk "
"870","Netral",0,"muhddzulazmi panggung wayang"
"871","Positif",1,"democrazymedia ngak  prestasi  kalo wayanggimana dalangprestasi keruk kekayaan alam  turunan"
"872","Negatif",-3,"andiiryant gibrantweet   dah bener pikiran   kek simbol wayang yg gunung   kek khas jawawayang  terbelokan pikiran ku  reply an mu sehat sehat mata"
"873","Positif",1,"  kenal anwar  dah   sokong   lepas  salam tangan kagum  semangat reformasi     ni wayang   kuasa   konflik  diasebabtu  dah  sokong  malaysia hancing kahkah demipertiwi"
"874","Netral",0," lahir  chester  tanggal agustus zen satusatunya anak  wayang  arsitek dunia troy sebastian  fashion designer alexia james "
"875","Positif",1,"abg grab ni sumpah slow wehhhh  mmg taksempat   nak tgok wayang cemni allahu"
"876","Netral",0,"mkinibm hope tzafrulaziz    negaramiti tu    wayang"
"877","Netral",0," gak  angst bgt sih  ku  te nya kembar  sedih sih kemarin gue nangisin mas wayang  tenang happy end  "
"878","Negatif",-1,"  nonton wayang orang  versi thailand lv"
"879","Netral",0,"numanmazlan end up   wayang  "
"880","Positif",2,"solo identik  wayang  pemenangnya yg menggambarkan gunungan  yg keblinger logo halal  g   wayang gunungan yg simbol jawa "
"881","Negatif",-1," missions today beli kek lapis  pergi tengok wayang get to airport in time"
"882","Netral",0,"  kau nmpk  sbb ahli politik rakyat berpecah belah ahli politik rilek je minum teh bleh duduk semeja kau bergaduh   peduli  diaorg as long as they have the power to themselves kau  bleh  pape pon wayang je depa  ni"
"883","Netral",0,"dzaqura ni   wayang ni disney movie mins je scene ni mins je actually haha"
"884","Netral",0,"maxxwu huhuhu dah   tengok wayang "
"885","Negatif",-3,"tanyakanrl kalo yg  gue emang ngerasa aneh sih karna ga kenal  tp kalo bio one gue ngerasa  aja karna ga asing liat cowo crossdress pake kebaya kaya didik nini towok  yg  hamzah batik  kalo  pagelaran wayang  kadang suka "
"886","Positif",1,"wowziq arish sukareplytweet arshadalfie pittssuda anwaribrahim    anwar dgn zahid dah mmg plan    so yahhhh   anwar wayang kulit modal sokong penyamun tu  tarik macai "
"887","Netral",0,"rajendrarestu javassantuyaja koyo wayang gareng"
"888","Positif",1,"priyou velvetgr gibrantweet  wayang  dah tradisi  wilayah jawa  wajar kang menang"
"889","Negatif",-1,"kangl   budaya wayang dlm   yg pusing dalangnya bkn wayang"
"890","Netral",0,"bvejeno ad kt meja dkt dgn counter nk masuk wayang tu ad staff kt situ jaga"
"891","Negatif",-2,"muhammadsaewad salah  yg  senggol gerombolan elu wayang sbg alat menyebarkan tatanan adat istiadat luhur bangsa  muncul  bbrp th  aja dg dalih syariat simple sajah lu jual  borong "
"892","Negatif",-1,"pehh  nye wayang pijak semut x mati ah gini "
"893","Netral",0,"  nervous nak tengok wayang  nak pergi concert"
"894","Positif",1,"gibrantweet  menang   logo wayang nya hahahah"
"895","Negatif",-3,"ak  if kat ipoh  masuk mall  nk tgk wayang x payah masuk pon ak dh tau   dlm tu serius boring tu pasal boring je ak gigih drive jejauh jnji bkn mall dlm ipoh ni serius bosan weh total copy paste  je  "
"896","Negatif",-1,"ingatkan appointment braces tukar getah   je  kena pasang skru ni   nak jerit   wayang ni"
"897","Negatif",-1,"fitaooo pakantono wayang orang namae cepot"
